2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-12/18:20:27		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:27		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:27		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:27		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:27		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:27		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:27		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:27		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:27		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:28		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:28		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:28		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:28		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:28		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:28		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:28		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:28		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:28		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:28		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:28		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:28		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:29		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:29		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:29		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:29		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:29		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:29		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:29		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:29		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:29		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:29		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:29		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:29		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:29		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:30		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:30		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:30		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:30		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:30		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:30		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:30		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:30		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:30		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:30		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:30		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:30		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:30		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:30		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:30		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:31		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:31		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:31		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:31		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:31		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:31		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:31		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:31		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:31		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:31		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:31		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:31		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:31		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:31		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:31		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:32		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:32		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:32		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:32		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:32		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:32		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:32		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:32		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:32		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:32		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:32		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:32		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:33		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:33		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:33		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:33		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:33		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:33		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:33		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:33		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:33		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:33		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:33		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:33		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:33		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:33		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:34		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:34		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:34		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:34		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:34		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:34		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:34		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:34		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:34		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:34		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:34		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:34		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:34		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:35		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:35		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:35		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:35		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:35		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:35		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:35		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:35		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:35		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:35		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:35		 hypothyroid_0211198_0102062112010.csv: File loaded successfully!!
2020-02-12/18:20:35		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:35		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:35		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:36		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:36		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:36		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:36		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:36		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:36		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:36		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:36		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:36		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:36		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:36		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:36		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:36		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:37		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:37		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:37		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:37		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:37		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:37		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:37		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:37		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:37		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:37		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:37		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:37		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:37		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:37		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:37		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:38		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:38		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:38		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:38		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:38		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:38		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:38		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:38		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:38		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:38		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:38		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:38		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:39		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:39		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:39		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:39		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:39		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:39		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:39		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:39		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:39		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:39		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:39		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:40		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:40		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:40		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:40		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:40		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:40		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:40		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:40		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:40		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:40		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:40		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:40		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:40		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:40		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:40		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:41		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:41		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:41		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:41		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:41		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:41		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:41		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:41		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:41		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:41		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:41		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:41		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:42		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:42		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:42		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:42		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:42		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:42		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:42		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:42		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:42		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:42		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:42		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:42		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:43		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:43		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:43		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:43		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:43		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:43		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:43		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:43		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:43		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:43		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:43		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:43		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:44		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:44		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:44		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:44		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:44		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:44		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:44		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:44		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:44		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:44		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:44		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:44		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:45		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:45		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:45		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:45		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:45		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:45		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:45		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:45		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:45		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:45		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:45		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:45		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:45		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:45		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:46		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:46		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:46		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:46		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:46		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:46		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:46		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:46		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:46		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:46		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:46		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:46		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:46		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:46		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:47		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:47		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:47		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:47		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:47		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:47		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:47		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:47		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:47		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:47		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:47		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:47		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:47		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:48		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:48		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:48		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:48		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:48		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:48		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:48		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:48		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:48		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:48		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:48		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:48		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:48		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:48		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:49		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:49		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:49		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:49		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:49		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:49		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:49		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:49		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:49		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:49		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:49		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:49		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:49		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:49		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:50		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:50		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:50		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:50		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:50		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:50		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:50		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:50		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:50		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:50		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:50		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:50		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:50		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:51		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/18:20:51		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:51		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/18:20:51		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
